location,date,zika_bool
Colombia-Valle_Del_Cauca-Bugalagrande,2016-01-09,1
Colombia-Valle_Del_Cauca-Caicedonia,2016-01-30,1
Colombia-Valle_Del_Cauca-Cali,2016-01-09,1
Colombia-Valle_Del_Cauca-Calima,2016-02-13,1
Colombia-Valle_Del_Cauca-Candelaria,2016-01-16,1
Colombia-Valle_Del_Cauca-Cartago,2016-01-09,1
Colombia-Valle_Del_Cauca-Dagua,2016-02-20,1
Colombia-Valle_Del_Cauca-El_Aguila,2016-02-06,1
Colombia-Valle_Del_Cauca-El_Cairo,2016-03-05,1
Colombia-Valle_Del_Cauca-El_Cerrito,2016-01-30,1
Colombia-Valle_Del_Cauca-El_Dovio,2016-04-30,1
Colombia-Valle_Del_Cauca-Florida,2016-01-23,1
Colombia-Valle_Del_Cauca-Ginebra,2016-01-23,1
Colombia-Valle_Del_Cauca-Guacari,2016-02-13,1
Colombia-Valle_Del_Cauca-Guadalajara_De_Buga,2016-01-16,1
Colombia-Valle_Del_Cauca-Jamundi,2016-01-23,1
Colombia-Valle_Del_Cauca-La_Cumbre,2016-03-12,1
Colombia-Valle_Del_Cauca-La_Union,2016-01-23,1
Colombia-Valle_Del_Cauca-La_Victoria,2016-02-27,1
Colombia-Valle_Del_Cauca-Obando,2016-02-27,1
Colombia-Valle_Del_Cauca-Palmira,2016-01-09,1
Colombia-Valle_Del_Cauca-Pradera,2016-01-23,1
Colombia-Valle_Del_Cauca-Restrepo,2016-01-30,1
Colombia-Valle_Del_Cauca-Riofrio,2016-01-30,1
Colombia-Valle_Del_Cauca-Roldanillo,2016-01-16,1
Colombia-Valle_Del_Cauca-San_Pedro,2016-02-13,1
Colombia-Valle_Del_Cauca-Sevilla,2016-01-09,1
Colombia-Valle_Del_Cauca-Toro,2016-01-09,1
Colombia-Valle_Del_Cauca-Trujillo,2016-02-13,1
Colombia-Valle_Del_Cauca-Tulua,2016-01-09,1
Colombia-Valle_Del_Cauca-Ulloa,2016-02-13,1
Colombia-Valle_Del_Cauca-Unknown,2016-02-13,1
Colombia-Valle_Del_Cauca-Versalles,2016-01-09,1
Colombia-Valle_Del_Cauca-Vijes,2016-01-16,1
Colombia-Valle_Del_Cauca-Yotoco,2016-01-16,1
Colombia-Valle_Del_Cauca-Yumbo,2016-01-09,1
Colombia-Valle_Del_Cauca-Zarzal,2016-01-30,1
Colombia-Vaupes-Caruru,2016-01-09,0
Colombia-Vaupes-Mitu,2016-02-06,1
Colombia-Vaupes-Pacoa,2016-01-09,0
Colombia-Vaupes-Papunaua,2016-01-09,0
Colombia-Vaupes-Taraira,2016-01-09,0
Colombia-Vaupes-Unknown,2016-01-09,0
Colombia-Vaupes-Yavarate,2016-01-09,0
Colombia-Vichada-Cumaribo,2016-02-13,1
Colombia-Vichada-La_Primavera,2016-01-09,1
Colombia-Vichada-Puerto_Carreno,2016-01-23,1
Colombia-Vichada-Santa_Rosalia,2016-04-02,1
Colombia-Vichada-Unknown,2016-02-27,1
Dominican_Republic,2016-01-23,1
Dominican_Republic-Azua,2016-02-20,1
Dominican_Republic-Azua-Compostela,2016-02-06,1
Dominican_Republic-Baoruco,2016-03-26,1
Dominican_Republic-Barahona,2016-02-13,1
Dominican_Republic-Dajabon,2016-04-30,1
Dominican_Republic-Distrito_Nacional,2016-01-30,1
Dominican_Republic-Duarte,2016-03-19,1
Dominican_Republic-El_Seibo,2016-03-26,1
Dominican_Republic-Elias_Pina,2016-04-30,1
Dominican_Republic-Espaillat,2016-03-12,1
Dominican_Republic-Extranjera,2016-03-26,0
Dominican_Republic-Hato_Mayor,2016-03-26,1
Dominican_Republic-Hermanas_Mirabal,2016-03-12,1
Dominican_Republic-Independencia,2016-02-13,1
Dominican_Republic-Jimani_de_Independencia,2016-01-30,1
Dominican_Republic-La_Altagracia,2016-03-19,1
Dominican_Republic-La_Romana,2016-03-19,1
Dominican_Republic-La_Vega,2016-03-12,1
Dominican_Republic-Luperon-Puerto_Plata,2016-02-06,1
Dominican_Republic-Maria_Trinidad_Sanchez,2016-03-19,1
Dominican_Republic-Monsenor_Nouel,2016-03-26,1
Dominican_Republic-Monte_Cristi,2016-03-12,1
Dominican_Republic-Monte_Plata,2016-03-26,1
Dominican_Republic-Other,2016-02-20,1
Dominican_Republic-Pedernales,2016-03-19,1
Dominican_Republic-Peravia,2016-03-12,1
Dominican_Republic-Puerto_Plata,2016-02-13,1
Dominican_Republic-Samana,2016-04-16,1
Dominican_Republic-San_Cristobal,2016-03-12,1
Dominican_Republic-San_Jose_de_Ocoa,2016-03-26,1
Dominican_Republic-San_Juan,2016-03-26,1
Dominican_Republic-San_Pedro_de_Macoris,2016-03-12,1
Dominican_Republic-Sanchez_Ramirez,2016-03-26,1
Dominican_Republic-Santa_Cruz-Barahona,2016-01-30,1
Dominican_Republic-Santiago,2016-02-13,1
Dominican_Republic-Santiago-Caballeros,2016-02-06,1
Dominican_Republic-Santiago-Rodriguez,2016-04-23,1
Dominican_Republic-Santo_Domingo,2016-02-13,1
Dominican_Republic-Santo_Domingo_Este,2016-02-06,1
Dominican_Republic-Santo_Domingo_Norte,2016-01-30,1
Dominican_Republic-Santo_Domingo_Oeste,2016-02-06,1
Dominican_Republic-Valverde,2016-03-12,1
Ecuador,2016-03-30,1
Ecuador-Azuay-Cuenca,2016-03-30,1
Ecuador-Bolivar,2016-03-30,1
Ecuador-Canar,2016-04-06,1
Ecuador-Carchi,2016-04-13,1
Ecuador-Chimborazo,2016-05-18,1
Ecuador-Chimborazo-Chunchi,2016-03-30,1
Ecuador-Cotopaxi,2016-03-30,1
Ecuador-El_Oro,2016-03-30,1
Ecuador-El_Oro-Machala,2016-03-30,1
Ecuador-El_Oro-Pasaje,2016-03-30,1
Ecuador-El_Oro-Santa_Rosa,2016-06-22,1
Ecuador-Esmeraldas,2016-03-30,1
Ecuador-Esmeraldas-Esmeraldas,2016-03-30,1
Ecuador-Esmeraldas-Quininde,2016-05-25,1
Ecuador-Esmeraldas-San_Lorenzo,2016-06-22,1
Ecuador-Galapagos,2016-03-30,1
Ecuador-Galapagos-Santa_Cruz,2016-03-30,1
Ecuador-Guayas,2016-03-30,1
Ecuador-Guayas-Daule,2016-03-30,1
Ecuador-Guayas-General_Antonio_Elizalde,2016-03-30,1
Ecuador-Guayas-General_Antonio_Elizalde ,2016-05-18,1
Ecuador-Guayas-Guayaquil,2016-03-30,1
Ecuador-Imbabura,2016-04-13,1
Ecuador-Loja,2016-04-06,1
Ecuador-Los_Rios,2016-03-30,1
Ecuador-Los_Rios-Buena_Fe,2016-03-30,1
Ecuador-Los_Rios-Jaramijo,2016-05-18,1
Ecuador-Los_Rios-Quevedo,2016-03-30,1
Ecuador-Los_Rios-Ventanas,2016-03-30,1
Ecuador-Los_Rios-Vinces,2016-03-30,1
Ecuador-Manabi,2016-03-30,1
Ecuador-Manabi-24_de_Mayo,2016-06-22,1
Ecuador-Manabi-Jaramijo,2016-06-01,1
Ecuador-Manabi-Jipijapa,2016-06-15,1
Ecuador-Manabi-Manta,2016-03-30,1
Ecuador-Manabi-Montecristi,2016-04-27,1
Ecuador-Manabi-Pedernales,2016-03-30,1
Ecuador-Manabi-Portoviejo,2016-03-30,1
Ecuador-Manabi-Rocafuerte,2016-03-30,1
Ecuador-Manabi-San_Vicente,2016-06-22,1
Ecuador-Manabi-Santa_Ana,2016-06-15,1
Ecuador-Manabi-Sucre,2016-06-01,1
Ecuador-Napo,2016-04-06,1
Ecuador-Orellana,2016-03-30,1
Ecuador-Orellana_Joya_de_los_Sachas,2016-03-30,1
Ecuador-Pichincha,2016-03-30,1
Ecuador-Pichincha-Mejia,2016-03-30,1
Ecuador-Pichincha-Quito,2016-03-30,1
Ecuador-Santa_Elena,2016-03-30,1
Ecuador-Santo_Domingo_de_los_Tsachilas,2016-03-30,1
Ecuador-Santo_Domingo_de_los_Tsachilas-La_Concordia,2016-03-30,1
Ecuador-Santo_Domingo_de_los_Tsachilas-Santo_Domingo,2016-03-30,1
Ecuador-Sucumbios,2016-03-30,1
Ecuador-Sucumbios-Shushufindi,2016-03-30,1
Ecuador-Tungurahua,2016-05-18,1
El_Salvador,2015-11-28,1
El_Salvador-Ahuachapan,2015-11-28,1
El_Salvador-Cabanas,2015-11-28,1
El_Salvador-Chalatenango,2015-11-28,1
El_Salvador-Cuscatlan,2015-11-28,1
El_Salvador-Guatemala,2016-01-30,1
El_Salvador-Honduras,2016-04-23,1
El_Salvador-La_Libertad,2015-11-28,1
El_Salvador-La_Paz,2015-11-28,1
El_Salvador-La_Union,2015-11-28,1
El_Salvador-Morazan,2015-11-28,1
El_Salvador-San_Miguel,2015-11-28,1
El_Salvador-San_Salvador,2015-11-28,1
El_Salvador-San_Vicente,2015-11-28,1
El_Salvador-Santa_Ana,2015-11-28,1
El_Salvador-Sonsonate,2015-11-28,1
El_Salvador-Usulutan,2015-11-28,1
Guatemala,2015-12-09,1
Guatemala-Alta_Verapaz,2016-01-14,1
Guatemala-Baja_Verapaz,2016-02-23,1
Guatemala-Central,2016-02-16,1
Guatemala-Chiquimula,2015-12-09,1
Guatemala-El_Progreso,2016-01-26,1
Guatemala-El_Quiche,2016-03-01,1
Guatemala-Escuintla,2015-12-09,1
Guatemala-Ixcan,2016-02-23,1
Guatemala-Izabal,2016-01-14,1
Guatemala-Jalapa,2016-01-14,1
Guatemala-Jutiapa,2015-12-16,1
Guatemala-Nor_Occidente,2016-01-19,1
Guatemala-Nor_Oriente,2015-12-23,1
Guatemala-Peten_Norte,2016-01-14,1
Guatemala-Peten_Sur_Occidental,2016-03-01,1
Guatemala-Peten_Sur_Oriental,2016-01-19,1
Guatemala-Quetzaltenango,2016-01-14,1
Guatemala-Quiche,2016-02-23,1
Guatemala-Retalhuleu,2016-02-02,1
Guatemala-Sacatepequez,2016-02-09,1
Guatemala-San_Marcos,2016-01-14,1
Guatemala-Santa_Rosa,2016-01-26,1
Guatemala-Solola,2016-03-08,1
Guatemala-Suchitepequez,2015-12-09,1
Guatemala-Sur,2016-01-14,1
Guatemala-Zacapa,2015-12-09,1
Haiti,2016-02-03,1
Haiti-Artibonite,2016-02-03,1
Haiti-Artibonite-Desssalines_Marchand,2016-02-03,1
Haiti-Artibonite-Ennery,2016-02-03,1
Haiti-Artibonite-Gonaives,2016-02-03,1
Haiti-Artibonite-Verrettes,2016-02-03,1
Haiti-Centre,2016-02-03,1
Haiti-Centre-Hinche,2016-02-03,1
Haiti-Centre-Maissade,2016-02-03,1
Haiti-Centre-Mirebalais,2016-02-03,1
Haiti-Grande_Anse,2016-02-03,1
Haiti-Grande_Anse-Corail,2016-02-03,1
Haiti-Grande_Anse-Dame_Marie,2016-02-03,1
Haiti-Grande_Anse-Roseaux,2016-02-03,1
Haiti-Nippes,2016-02-03,1
Haiti-Nippes-Fond_Des_Negres,2016-02-03,1
Haiti-Nippes-Miragoane,2016-02-03,1
Haiti-Nord,2016-02-03,1
Haiti-Nord-Cap_Haitien,2016-02-03,1
Haiti-Nord-Limbe,2016-02-03,1
Haiti-Nord-Milot,2016-02-03,1
Haiti-Nord-Pignon,2016-02-03,1
Haiti-Nord-Plaine_du_Nord,2016-02-03,1
Haiti-Nord-Plaisance,2016-02-03,1
Haiti-Nord_Est,2016-02-03,1
Haiti-Nord_Est-Ouanaminthe,2016-02-03,1
Haiti-Nord_Ouest,2016-02-03,1
Haiti-Nord_Ouest-La_Tortue,2016-02-03,1
Haiti-Nord_Ouest-Saint_Louis_du_Nord,2016-02-03,1
Haiti-Ouest,2016-02-03,1
Haiti-Ouest-Carrefour,2016-02-03,1
Haiti-Ouest-Croix_des_Bouquets,2016-02-03,1
Haiti-Ouest-Delmas,2016-02-03,1
Haiti-Ouest-Petion_Ville,2016-02-03,1
Haiti-Ouest-Petit_Goave,2016-02-03,1
Haiti-Ouest-Port_au_Prince,2016-02-03,1
Haiti-Sud,2016-02-03,1
Haiti-Sud-Aquin,2016-02-03,1
Haiti-Sud_Est,2016-02-03,1
Haiti-Sud_Est-Anse_A_Pitres,2016-02-03,1
Haiti-Sud_Est-Cotes_de_Fer,2016-02-03,1
Haiti-Sud_Est-Marigot,2016-02-03,1
Mexico-Aguascalientes,2015-11-28,0
Mexico-Baja_California,2015-11-28,0
Mexico-Baja_California_Sur,2015-11-28,0
Mexico-Campeche,2016-06-11,1
Mexico-Chiapas,2015-11-28,1
Mexico-Chihuahua,2015-11-28,0
Mexico-Coahuila_de_Zaragoza,2015-11-28,0
Mexico-Colima,2016-06-11,1
Mexico-Distrito_Federal,2015-11-28,0
Mexico-Durango,2015-11-28,0
Mexico-Guanajuato,2015-11-28,0
Mexico-Guerrero,2016-01-30,1
Mexico-Hidalgo,2015-11-28,0
Mexico-Jalisco,2016-01-02,1
Mexico-Mexico,2015-11-28,0
Mexico-Michoacan_de_Ocampo,2016-02-13,1
Mexico-Morelos,2015-11-28,0
Mexico-Nayarit,2016-03-05,1
Mexico-Nuevo_Leon,2015-11-28,1
Mexico-Oaxaca,2016-01-23,1
Mexico-Puebla,2015-11-28,0
Mexico-Queretaro_de_Arteaga,2015-11-28,0
Mexico-Quintana_Roo,2016-06-11,1
Mexico-San_Luis_Potosi,2015-11-28,0
Mexico-Sinaloa,2016-01-23,1
Mexico-Sonora,2015-11-28,0
Mexico-Tabasco,2016-03-05,1
Mexico-Tamaulipas,2015-11-28,0
Mexico-Tlaxcala,2015-11-28,0
Mexico-Veracruz_de_Ignacio_de_la_Llave,2016-01-30,1
Mexico-Yucatan,2016-01-30,1
Mexico-Zacatecas,2015-11-28,0
Nicaragua,2016-02-09,1
Nicaragua-Carazo,2016-05-05,1
Nicaragua-Chinandega,2016-02-11,1
Nicaragua-Chinandega-San_Pedro_del_Norte,2016-02-12,1
Nicaragua-Granada,2016-05-05,1
Nicaragua-Jinotega,2016-05-05,1
Nicaragua-Leon,2016-03-07,1
Nicaragua-Leon-Quetzalguaque,2016-03-07,1
Nicaragua-Leon-Telica,2016-02-23,1
Nicaragua-Managua,2016-03-11,1
Nicaragua-Managua-Ciudad_Sandino,2016-02-11,1
Nicaragua-Managua-Distrito_I,2016-03-07,1
Nicaragua-Managua-Distrito_II,2016-02-09,1
Nicaragua-Managua-Distrito_III,2016-03-07,1
Nicaragua-Managua-Distrito_IV,2016-02-12,1
Nicaragua-Managua-Distrito_V,2016-03-07,1
Nicaragua-Masaya,2016-05-05,1
Nicaragua-Masaya-Masatepe,2016-03-07,1
Nicaragua-Masaya-Nindiri,2016-02-12,1
Nicaragua-Masaya-San_Juan_de_Oriente,2016-03-07,1
Nicaragua-Matagalpa,2016-03-14,1
Nicaragua-Nueva_Segovia,2016-05-05,1
Nicaragua-Nueva_Segovia-Ocotal,2016-02-09,1
Nicaragua-Other,2016-03-07,1
Nicaragua-Rivas,2016-05-05,1
Nicaragua-Rivas-Cardenas,2016-03-14,1
Nordeste,2016-04-02,1
Norte,2016-04-02,1
Panama,2016-04-11,1
Panama-Chiriqui,2016-04-11,1
Panama-Colon-Salamanca,2016-04-11,1
Panama-Colon-San_Juan,2016-04-11,1
Panama-Costa_del_Este,2016-04-11,0
Panama-Darien-Rio_Congo,2016-04-11,1
Panama-Herrera-Chitre,2016-04-11,1
Panama-Importados-Hotel,2016-04-11,1
Panama-Kuna_Yala,2016-04-11,1
Panama-Kuna_Yala-Achutupu,2016-04-11,1
Panama-Kuna_Yala-Acuatupu,2016-04-11,1
Panama-Kuna_Yala-Ailigandi,2016-04-11,1
Panama-Kuna_Yala-Ailitupu,2016-04-11,1
Panama-Kuna_Yala-Carti_Sugdup,2016-04-11,1
Panama-Kuna_Yala-Corazon_de_Jesus,2016-04-11,1
Panama-Kuna_Yala-Mamitupu,2016-04-11,1
Panama-Kuna_Yala-Mulatupu,2016-04-11,1
Panama-Kuna_Yala-Nalugena,2016-04-11,1
Panama-Kuna_Yala-Naranjo_Chico,2016-04-11,1
Panama-Kuna_Yala-Nargana,2016-04-11,1
Panama-Kuna_Yala-Ogobsucum,2016-04-11,1
Panama-Kuna_Yala-Playon_Chico,2016-04-11,1
Panama-Kuna_Yala-Pto_Obaldia,2016-04-11,1
Panama-Kuna_Yala-Rio_Azucar,2016-04-11,1
Panama-Kuna_Yala-Rio_Sidra,2016-04-11,1
Panama-Kuna_Yala-Soledad_Miria,2016-04-11,1
Panama-Kuna_Yala-Soledad_Miriam,2016-04-11,0
Panama-Kuna_Yala-Ustupu,2016-04-11,1
Panama-Kuna_Yala-Wichubhula,2016-04-11,1
Panama-Metro,2016-04-11,1
Panama-Metro-Ancon,2016-04-11,1
Panama-Metro-Bella_Vista,2016-04-11,1
Panama-Metro-Bethania,2016-04-11,1
Panama-Metro-Calidonia,2016-04-11,1
Panama-Metro-Chorrillo,2016-04-11,1
Panama-Metro-Clayton,2016-04-11,1
Panama-Metro-Costa_del_Este,2016-04-11,1
Panama-Metro-Gamboa,2016-04-11,1
Panama-Metro-Juan_Diaz,2016-04-11,1
Panama-Metro-Las_Garzas,2016-04-11,1
Panama-Metro-Parque_Lefevre,2016-04-11,1
Panama-Metro-Pueblo_Nuevo,2016-04-11,1
Panama-Metro-SanFrancisco,2016-04-11,1
Panama-Metro-San_Felipe,2016-04-11,1
Panama-Metro-Tocumen,2016-04-11,1
Panama-Metro-Veracruz,2016-04-11,1
Panama-P_Oeste,2016-04-11,1
Panama-Panama_Norte-Ernesto_Cordoba,2016-04-11,1
Panama-Panama_Norte-las_cumbres,2016-04-11,1
Panama-Panama_Oeste-El_Coco,2016-04-11,1
Panama-Panama_Oeste-Gorgona,2016-04-11,1
Panama-Panama_Oeste-Guadalupe,2016-04-11,1
Panama-Panama_Oeste-La_Chorrera,2016-04-11,1
Panama-Panama_Oeste-La_Mitra,2016-04-11,1
Panama-Panama_Oeste-Playa_Leona,2016-04-11,1
Panama-Panama_Oeste-Vista_Alegre,2016-04-11,1
Panama-San_Los_Santos-La_Villa,2016-04-11,1
Panama-San_Miguelito,2016-04-11,1
Panama-San_Miguelito-Brisas_del_Golf,2016-04-11,1
Panama-San_Miguelito-Condado_del_Rey,2016-04-11,1
Panama-San_Miguelito-Ojo_de_Agua,2016-04-11,1
Panama-San_Miguelito-Omar_Torrijos,2016-04-11,1
Panama-San_Miguelito-San_Jose,2016-04-11,1
Panama-San_Miguelito-Victoriano_Lorenzo,2016-04-11,1
Panama-San_Miguelito-Villa_Guadalupe,2016-04-11,1
Panama-San_Miguelito-Villa_Lucre,2016-04-11,1
Panama-San_Miguelito-Villas_del_Golf,2016-04-11,1
Panama-Sin_Especificar,2016-04-11,1
Puerto_Rico,2016-01-27,1
Sudeste,2016-04-02,1
Sul,2016-04-02,1
United_States-Alabama,2016-02-24,0
United_States-American_Samoa,2016-02-24,1
United_States-Arizona,2016-03-30,0
United_States-Arkansas,2016-02-24,0
United_States-California,2016-02-24,0
United_States-Colorado,2016-03-09,0
United_States-Connecticut,2016-03-23,0
United_States-Delaware,2016-02-24,0
United_States-District_of_Columbia,2016-02-24,0
United_States-Florida,2016-02-24,0
United_States-Georgia,2016-02-24,0
United_States-Hawaii,2016-02-24,0
United_States-Illinois,2016-02-24,0
United_States-Indiana,2016-02-24,0
United_States-Iowa,2016-02-24,0
United_States-Kansas,2016-03-16,0
United_States-Kentucky,2016-03-16,0
United_States-Louisiana,2016-02-24,0
United_States-Maine,2016-03-30,0
United_States-Maryland,2016-02-24,0
United_States-Massachusetts,2016-02-24,0
United_States-Michigan,2016-03-09,0
United_States-Minnesota,2016-02-24,0
United_States-Mississippi,2016-03-30,0
United_States-Missouri,2016-03-09,0
United_States-Montana,2016-03-09,0
United_States-Nebraska,2016-02-24,0
United_States-Nevada,2016-03-30,0
United_States-New_Hampshire,2016-03-09,0
United_States-New_Jersey,2016-02-24,0
United_States-New_Mexico,2016-04-20,0
United_States-New_York,2016-02-24,0
United_States-North_Carolina,2016-03-09,0
United_States-Ohio,2016-02-24,0
United_States-Oklahoma,2016-03-09,0
United_States-Oregon,2016-02-24,0
United_States-Pennsylvania,2016-02-24,0
United_States-Pennsylvania††,2016-06-15,0
United_States-Puerto_Rico,2016-02-24,1
United_States-Rhode_Island,2016-06-15,0
United_States-South_Carolina,2016-06-15,0
United_States-Tennessee,2016-02-24,0
United_States-Texas,2016-02-24,0
United_States-US_Virgin_Islands,2016-02-24,1
United_States-Utah,2016-03-30,0
United_States-Vermont,2016-06-15,0
United_States-Virginia,2016-02-24,0
United_States-Washington,2016-02-24,0
United_States-West_Virginia,2016-03-16,0
United_States-Wisconsin,2016-06-15,0
United_States_Virgin_Islands,2016-02-16,1
United_States_Virgin_Islands-Saint_Croix,2016-02-16,1
United_States_Virgin_Islands-Saint_John,2016-02-23,1
United_States_Virgin_Islands-Saint_Thomas,2016-02-16,1
